Pruning Ratio (%),Simple avg,Paper,Normalized
10.0,0.9893999934196472,0.9888800024986267,0.9893000006675721
20.0,0.9875200033187866,0.9882599949836731,0.9887199997901917
30.000000000000004,0.9862999796867371,0.9868200063705445,0.9866600155830383
40.0,0.9852199912071228,0.9854199886322021,0.9858399868011475
50.0,0.982039999961853,0.9821000099182129,0.9824599981307983
60.0,0.9806399941444397,0.978600001335144,0.9802000045776367
70.0,0.9735599875450134,0.9719799876213073,0.9733399868011474
80.0,0.9464599967002869,0.9507400155067444,0.9457199931144714
90.0,0.8670599937438965,0.8774399995803833,0.8589599967002869
