Pruning Ratio (%),Simple avg,Paper,Normalized
0.0,0.93,0.95,0.942
10.0,0.93,0.948,0.94
20.0,0.952,0.93,0.946
30.000000000000004,0.93,0.91,0.94
40.0,0.936,0.93,0.946
50.0,0.932,0.936,0.914
60.00000000000001,0.928,0.952,0.93
70.0,0.938,0.932,0.938
80.0,0.918,0.88,0.866
90.0,0.918,0.892,0.9
