Pruning Ratio (%),Simple avg,Paper,Normalized
0.0,0.95,0.944,0.946
10.0,0.948,0.946,0.902
20.0,0.952,0.936,0.936
30.000000000000004,0.944,0.944,0.928
40.0,0.96,0.918,0.95
50.0,0.948,0.92,0.95
60.00000000000001,0.96,0.946,0.946
70.0,0.94,0.964,0.942
80.0,0.946,0.934,0.952
90.0,0.922,0.9,0.92
