Pruning Ratio (%),Simple avg,Paper,Normalized
0.0,0.984,0.984,0.984
10.0,0.986,0.986,0.986
20.0,0.984,0.984,0.984
30.000000000000004,0.984,0.984,0.984
40.0,0.982,0.982,0.982
50.0,0.982,0.982,0.982
60.00000000000001,0.976,0.976,0.976
70.0,0.97,0.97,0.97
80.0,0.8800000000000001,0.8800000000000001,0.8800000000000001
90.0,0.8779999999999999,0.8779999999999999,0.8779999999999999
