0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.439006666385582e-06,2.3660850733654067e-06,8.713334853903346e-07,1.1145181568237974e-06,2.401870790707727e-06,1.617934624688344e-06,2.744024079761591e-07,1.2013361929723206e-06,2.7793890467352432e-08,1.3503372024430174e-06,4.115264474812845e-06,1.325640386138597e-06,1.5392284550681574e-06,2.9049212758218782e-08,2.7116405797493395e-06,2.834216067418441e-07,8.85945903328737e-06,5.008003670520893e-06,3.5046127345989947e-06,5.514328622009721e-08,5.086211743501597e-06,2.18118550484876e-06,2.0651693910885477e-06,3.7758594936291253e-06,3.655355577064536e-06,1.3862302392243105e-06,1.2762147453513622e-06,2.6295037655479193e-06,3.6183346335470858e-06,1.1925133926832773e-07,1.4659847950015459e-06,1.6383564069457874e-06,1.7892980399180022e-06,3.1282440428614493e-06,3.3167936124752243e-06,2.4703952548765796e-06,1.7722892849279911e-06,3.6574675915060946e-06,3.1827533289384286e-06,2.5584593039080803e-06,1.9837691347633444e-06,2.380946538620827e-06,1.3872977775879198e-06,9.64534441782925e-07,2.6496936501991568e-06,1.0114794487368682e-06,4.036882426507702e-07,4.701275077620526e-06,8.30378956185395e-07,9.980252038161227e-07,5.153020560788959e-07,4.983972443271182e-06,3.965435601450002e-06,9.437183858338126e-07,3.2023956470215663e-06,6.028813361079406e-06,4.628571080500103e-06,4.186763128835256e-06,1.0762094472591356e-06,1.6576663993177557e-06,2.9288433114970515e-06,3.244434674315817e-06,9.99271530252345e-07,1.6148070827806073e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5102415809511087e-07,4.1988513012798694e-07,1.1605745751754737e-07,3.334989691038113e-07,9.835434969118305e-09,6.22843738758602e-07,7.418385659830489e-07,3.0435729894321634e-07,5.99431555775694e-08,2.7656658659048435e-07,8.252484890350964e-09,2.952120931468627e-07,5.511180872060037e-07,3.019959297892222e-07,2.3089317373325106e-07,8.975205276253403e-07,1.1681416704107773e-08,3.796058158781703e-07,4.264815220143412e-08,6.698213648549998e-08,4.43308457469973e-07,9.492345101900352e-08,6.747632406053438e-07,2.950500604312351e-07,3.0657172793664754e-07,3.127848652867354e-07,2.671963413920006e-08,1.0613808928810556e-06,3.611233379562664e-08,2.867267193365953e-07,2.0163175511878425e-07,5.220184771071958e-07,9.629583465070792e-09,8.787224611841142e-08,1.3352706586270184e-07,1.9747641815463057e-07,1.881709989268461e-07,1.9871513183507857e-09,9.85648221842769e-09,4.935899532299181e-07,3.5577626195466555e-07,1.2062595381899287e-07,5.446531961289481e-07,5.568990302300836e-08,3.826104098525364e-07,5.510916896942014e-07,5.167730445371238e-07,3.9622605372280865e-07,1.1984121218979893e-07,3.914547390983376e-07,1.4825324744655272e-07,3.869628013386472e-07,4.5071414319850914e-07,1.0952361731802092e-06,8.560132008869115e-08,2.255732086721293e-08,4.699596964261064e-07,8.233404642698684e-07,4.443419430980931e-07,9.062073764372007e-08,2.8101912564777015e-07,3.803583012644139e-08,7.957697861981143e-07,4.656804050924676e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6922208221609034e-07,2.1890983752363734e-07,3.763962277830706e-08,1.5109366653499548e-07,1.3537638322628238e-07,1.353667314859567e-07,7.181555442950069e-08,3.296934371651201e-07,1.5176700578160127e-07,4.854369673225707e-09,9.321477669218312e-08,2.6981223008968474e-07,9.966755135285093e-08,1.3169835533730817e-07,9.039478069368717e-08,6.366973928254895e-07,2.6609307381866274e-08,2.1942559375470752e-07,1.1103783290036318e-07,1.303967635047713e-08,6.531630333913319e-08,2.730526768785576e-07,4.275171836417171e-07,2.1096589830016186e-07,4.099004646849196e-07,2.1318462024961014e-07,1.4758640393717903e-07,1.1423997764283583e-07,8.607953485787854e-09,8.843474357776362e-07,2.776779940721184e-07,2.6508939151572506e-08,7.013914587266355e-09,4.0928836446774836e-08,1.2891983292647026e-07,2.4577706410153565e-08,3.0021031823935e-08,4.0856975820380707e-08,1.0090489887408769e-07,7.630347930426222e-08,1.6279097440902793e-07,1.5459640769130688e-07,3.7319996350521574e-08,6.489726733595606e-08,3.9966247557969595e-07,6.017011555828072e-08,2.520679406049634e-07,3.3658480691178753e-07,3.74571750166086e-08,3.279784981003729e-07,1.3043314942128298e-07,2.423897141154552e-07,1.3658160503166362e-07,2.7964614557893595e-09,1.7736688271265323e-07,1.4357999939718274e-07,3.700717207621653e-07,6.422036146204004e-08,4.1456912825858333e-07,6.653368746552376e-08,5.081154877182467e-07,1.8444852467483828e-07,1.0742863191551834e-09,2.54212592310128e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.673081675293395e-07,1.3605432401975733e-07,7.664335483493078e-07,1.8907681557783133e-06,4.1265397277421574e-07,1.9175303367545435e-06,8.48762542544237e-07,2.8611647768523667e-06,1.6528821015848907e-06,2.044383700680491e-06,2.3108596785641775e-08,3.043703560770885e-07,6.562532389111372e-07,2.4059174083566527e-06,2.662083056833811e-07,8.681104351428393e-07,1.2834798473019341e-06,1.8378020793197433e-06,8.803691504783524e-07,1.890474349386156e-06,7.705370736605953e-07,6.573059633873652e-07,1.0362316379051079e-06,5.927620771683113e-07,6.560281385053936e-08,2.5587435958920894e-07,6.270340687643882e-07,1.319604002744015e-06,5.1516498608603e-07,1.0549698443338568e-07,2.2289732112134774e-06,3.4410694993903743e-07,3.5766254098892698e-06,6.250936256530375e-07,6.2146602661845156e-09,8.276426847407989e-07,2.058971544623407e-06,1.0464400041621013e-06,2.4118579563951585e-07,1.1111802079163809e-07,9.171192411122862e-07,2.3273192385794676e-07,4.954337535756931e-07,1.0556274684413628e-06,8.519452427375605e-07,1.9032744648235052e-07,1.9567215941786435e-06,1.972196834066337e-06,5.892158748143345e-07,4.656542497579365e-08,3.068426316918969e-06,1.0176605684025307e-06,6.775837772905262e-07,7.890180648752824e-07,6.007396684278158e-08,8.550566449395179e-08,2.6807603115466324e-07,6.219854207010433e-08,2.1588594984510307e-06,4.14818569737888e-07,2.9423950080079757e-06,1.7770658489493866e-06,4.632077456304316e-07,1.4341365676890497e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.398001644545493e-07,5.534074909595097e-07,1.7126986612964154e-06,7.298402898763433e-07,6.719477989565492e-07,1.0096314932638853e-06,5.293397864144809e-07,6.201602696188003e-07,1.5946497947403205e-07,1.2778294737689506e-06,9.936745240211958e-07,1.3455521512545203e-06,2.5538686324957383e-06,1.71328676018983e-07,8.622059086423811e-07,4.7188321706325164e-07,3.405481525378512e-07,1.29797203110222e-06,1.3108495561403034e-06,1.0259698158328808e-06,1.929031742962706e-06,1.7413357651407608e-06,1.8585294614734911e-06,1.0589290354577954e-06,2.8742872488137617e-08,1.0499605400869557e-06,2.5307648805157863e-08,8.963741066848453e-07,4.4663450737326483e-07,4.329778497699794e-08,1.1871867285328102e-06,2.6545620908523014e-06,4.387614300672185e-07,1.3450515706228552e-07,4.2039505348537374e-07,5.975051029523841e-07,3.5700741999297154e-07,1.1762525393575897e-06,1.6543795872917669e-07,8.556903856814097e-07,4.904025839225908e-07,5.012666723338048e-07,2.209075079835187e-06,1.566741065184136e-07,9.298874112187613e-08,1.328406655084572e-07,9.073576074439553e-07,1.7466739021178773e-06,4.2061500320077645e-07,3.1969137831825833e-07,1.0310210719409285e-06,2.404130982540333e-06,1.0865849002030428e-07,3.9148547090391026e-07,1.2970825605426335e-07,1.7535149261412694e-06,8.964659531984454e-07,1.1608785678618997e-06,6.16180318405861e-07,1.0659870017442869e-07,2.209046028155392e-06,4.159057662806906e-07,1.1844819914933953e-06,9.65700694861753e-07
1.083947809824622e-06,1.5739093401184716e-06,1.4168773261786927e-06,1.1209604740230102e-06,1.995560716391503e-06,5.775330525087022e-07,6.09644636150425e-07,7.934041662224699e-07,5.73005556862482e-07,3.031886716357902e-06,8.498983818943046e-07,2.4174426936265546e-06,2.95890758653551e-06,2.133162416621162e-06,1.0626303188676481e-06,4.2952377053228354e-06,2.9377860405439263e-06,2.0825805926133036e-06,4.081640872957952e-06,4.092183245852941e-06,3.929632889791123e-06,9.862854238438391e-07,1.4896528457375697e-06,2.492258712509838e-07,3.3502880239386537e-06,2.1956664091997428e-07,2.0588322080337094e-06,3.1204780451211087e-06,1.5134217973104227e-06,3.990599697751825e-06,1.19990117606337e-06,2.091719195117974e-06,3.796616408488411e-07,1.305343504565877e-06,7.049164929184634e-07,9.657568744172905e-07,4.149969606636918e-06,2.894442867803536e-06,2.8174393489424154e-07,4.078665234447954e-07,2.30549811240094e-06,5.843039483129739e-07,3.1743308979590327e-07,2.6738262507244976e-06,2.572459339230473e-06,9.344348272294173e-07,4.079793993198661e-07,2.193017407592421e-06,1.320716956839417e-07,1.523091084250026e-06,7.968414886628143e-07,1.0480237148276431e-07,2.5087618583559986e-06,1.4942541306289233e-06,9.58006438757803e-07,4.936785853814565e-07,1.0346961462058017e-06,6.709630491334585e-07,3.309199883070341e-06,3.267605023116263e-06,4.344570205260259e-07,2.1511537904535316e-06,1.608152588354501e-06,7.785506121623526e-07
1.111385535451895e-06,1.6026494870652395e-06,1.9275963146289075e-06,2.124376410432534e-06,5.919992936188579e-07,1.3053878427253018e-06,8.915069370387232e-07,2.619547902587427e-07,1.8104646751074507e-06,3.697742371479048e-07,1.7860528163992717e-06,6.301584523172261e-07,2.2060111275074756e-06,5.21266699642774e-07,1.6696117909961316e-06,2.309098875084999e-07,2.9873948630822097e-07,9.628364479484875e-07,1.1790217149786897e-06,3.0238519648137066e-07,5.462952641311632e-07,4.702567965608531e-07,2.5824415383491666e-06,1.6712232910508835e-06,1.6309368291086616e-06,1.0073179232258055e-07,1.4306097177469182e-06,1.4123567610378897e-06,1.363027005807855e-07,6.05661282083228e-07,2.861045562394831e-06,5.719394533887025e-07,1.888086917988685e-09,8.884210041917614e-07,3.6899075364897526e-07,2.563068343650202e-07,9.657888171478372e-08,7.009941172665956e-07,6.776215158928375e-09,1.2864758142255719e-06,3.484474025172094e-07,3.25162538936648e-06,1.1740075803796197e-06,1.4031468079096833e-06,1.5651765169151687e-06,2.312004891168822e-06,3.305124419000127e-07,1.3315107644827348e-06,3.3828312040341928e-06,1.0479307514484115e-07,2.2497255731350086e-07,2.88266192726138e-07,6.378847767859365e-07,9.437668648748946e-07,9.13834644595051e-07,5.614177676683692e-07,2.9065833472116266e-06,9.938786452064648e-07,3.424494615990073e-06,1.2691870782830356e-06,2.526918147201136e-07,5.910043730964262e-07,1.2107107942485623e-06,6.304491996728421e-07
1.2565487044916482e-07,1.9814932119479445e-07,6.152260157326107e-07,2.0554664132219662e-07,2.155749941437881e-07,1.2444950981556617e-07,7.493296013142113e-07,6.412593441204067e-07,2.2360372951144336e-07,3.412401363925848e-07,3.206831850109479e-07,9.37442829608593e-07,8.008433515676296e-07,9.392870361827022e-07,3.264733764601218e-07,4.3999684871641345e-07,2.151259012641177e-07,1.4298914231711447e-07,3.8501101499546314e-07,4.81162337504972e-07,1.5914197922003315e-07,2.879841937492418e-07,1.6437554938791125e-07,1.5375621156172455e-07,5.824603647229142e-07,3.304812654857464e-07,2.6345520561612894e-07,3.9549801746784946e-07,3.367756835306312e-07,9.232815303385861e-07,7.567640529165495e-07,2.387242723555949e-07,7.075869203426196e-07,3.307712680719028e-07,3.594738623667493e-07,1.2591250881039031e-07,2.7832492060650777e-08,1.953047572140917e-07,3.139775159030028e-07,3.2020459645839e-08,4.890202428480278e-07,3.0995022797589045e-07,1.0352336946516792e-07,2.37168404390179e-07,8.350989715380959e-07,2.4662430889107753e-07,2.024896509598119e-07,9.216061365104192e-09,1.0666452411508978e-07,2.3083394139879262e-09,3.0632299446562207e-07,4.7062763925353383e-07,5.673792147414465e-07,6.434336142113763e-07,5.536674403713457e-07,5.5056568241210706e-08,6.868900469218901e-07,2.1097448524062534e-07,1.8563710294599248e-07,2.442224713367765e-08,1.1121546824917105e-06,1.143417971041691e-07,2.2748169767395107e-07,4.0872863152971686e-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
