0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.008239846750993403,0.004671889935589786,0.007202436093262494,0.004170308216053345,0.0037690962080839923,0.003265345296746469,0.002810541807981117,0.005326163230243004,0.004234738206878704,0.004067615352635769,0.0030722285206397047,0.005546174309926239,0.007096271218295638,0.0030084629325440185,0.004582405214085875,0.002530349539520116,0.0050406630371439805,0.004972060857211199,0.004744406604869257,0.0072905518789276045,0.0058373388503176,0.0031920090478543667,0.005398496402765382,0.006212344214715222,0.0031065959717923998,0.00423074965972813,0.002486027250168004,0.005845979258288555
0.003762592485370868,0.0021168534844667156,0.004930741330101396,0.002796285429390275,0.007014262725150598,0.0070428685113403736,0.0043830945339520455,0.003911296678324177,0.003407424842479128,0.005064974236397569,0.006350038299700985,0.004283963448836084,0.003954771375076884,0.005733215469450774,0.0027228311556712335,0.004486181475296283,0.0034531606072416366,0.004395835260201726,0.004757277271293313,0.005468883038194893,0.005889835877936537,0.005057604366956298,0.004579365262636438,0.0061598681610139545,0.0036007958012692323,0.002653285463660751,0.0037993620533316747,0.004890080295829899
0.004981623549943707,0.0029563420410843363,0.0029398969836509333,0.007118338532396012,0.006266983140466282,0.0055398318317917625,0.004513927339844412,0.0054510699270207685,0.0045324481636949765,0.005497609011586025,0.0035517166393978284,0.007442306633719074,0.005588383986538126,0.005244601974220297,0.0031037136088783433,0.003295350406413807,0.008212841578488323,0.0065415694049169,0.0034098582076715523,0.004062691536167352,0.003888797182183217,0.005122843008829344,0.004892052463335328,0.004115875173699255,0.003004831178727253,0.005234387125570474,0.0035418237754971924,0.0034104316893507937
0.004202779289553593,0.005154015168921005,0.003720752426816639,0.006052710109609224,0.004875436295936931,0.00292141947107328,0.004471640277085229,0.00270254902574227,0.005249444017089003,0.007216712542103615,0.004640242151908591,0.003942306442247956,0.004866247794392587,0.00552864175835378,0.0031302034818220066,0.005805250587171763,0.005791026925350379,0.006103749825691037,0.004158800057037502,0.00381756000687798,0.004421070091612018,0.005365525842784011,0.005214964541698954,0.0066115461587298,0.004944729660532447,0.0026242045641864053,0.005700167362922424,0.006399975607456557
0.004150336610785088,0.003932289328972817,0.004639570967071835,0.007751348843773911,0.00615914094229211,0.003923892943885365,0.0036553505331008633,0.0048383701026877566,0.005941087598179781,0.00381183558926215,0.005355588022014179,0.001820555285274751,0.003962566079836181,0.0030744249107951065,0.007513356846915649,0.004433638734698772,0.003841296196538966,0.0032413427880289654,0.005153908378111747,0.0030328937846509996,0.00406124614740132,0.004592493811091656,0.004948755443214673,0.0050369129916568185,0.00741723174801982,0.0023810550785754612,0.0028455357706235447,0.0037319627640464035
0.004906593273170175,0.004992384319449711,0.008798332125749691,0.0061925649618337604,0.006663324505160073,0.004062353249749944,0.004768939408625926,0.004113332002412313,0.004014832798726673,0.004521726955915263,0.00428174843417257,0.003936229971236221,0.003104938329065213,0.0071921802277907535,0.0030940440576595566,0.008836961521068847,0.005054861216549922,0.00708507231464686,0.0068010337164813054,0.0055442742311032755,0.005128535943979806,0.006432417765357558,0.0031688902459277466,0.002432504739984344,0.002542179725885006,0.00176272792035006,0.003996567946072886,0.003582666533096706
0.004603248015201956,0.0026420826425841417,0.0034466198790481894,0.00241271736321551,0.00468768373312382,0.005108589185665299,0.004365385398043222,0.0055198156757246455,0.0029252318564018183,0.005126791404348993,0.004364036219675794,0.0033231164166684104,0.0037252201208515232,0.0030472847385966417,0.004015998079072418,0.006254440674517634,0.0033970133427820974,0.004923569502654084,0.003638080330509278,0.0043978057178610435,0.0026520989879866936,0.004986291704612086,0.0031894162218554113,0.0030610149562006715,0.005128034445963945,0.006189557691729387,0.008407728621293157,0.006935101093041051
0.006767946056392958,0.005435424811329947,0.004455308757480335,0.006367331842422908,0.004128639856995086,0.0031542967201902573,0.0035855572761763423,0.0027693969864207974,0.006656924702961041,0.005051669612012425,0.0032681431555266352,0.003855693234959192,0.0068273655562968915,0.0018965271423142436,0.004919430036971907,0.004997405915597796,0.005392259957928853,0.006251011231312683,0.003819901949702922,0.004978843692959822,0.006053121886750451,0.006463980729147371,0.00634911215785151,0.007871806508603859,0.006112592407227788,0.004336090908386046,0.0043180725931602675,0.003475900779914047
0.004155998906670106,0.0048458340941186714,0.004332066142202672,0.00475757273180701,0.002449138981122706,0.006793322879172118,0.00302192106777273,0.0070687911979271465,0.003313252568675029,0.006542808424025003,0.0054963755464374365,0.005299342134945628,0.0028488073969905304,0.003461192140138622,0.003961005662667243,0.005720239837937507,0.003134567328944009,0.006724567194072156,0.002955289557669345,0.004150644560239161,0.007766219752327735,0.004152516695912183,0.00728978283434319,0.006034039781866969,0.0039057250253938095,0.0032764641645187027,0.0016029009511435203,0.004404181321076963
0.0021444724504090223,0.0065148376224501295,0.002580059718174104,0.003253659851071739,0.0031118583275824016,0.004876743172244536,0.005004940222584272,0.004917246988007648,0.005469758894524405,0.0030240063929886755,0.003447076603437674,0.003632509418718529,0.0044872165017321546,0.003221078049149749,0.004072370635647054,0.00514492264736527,0.004742376852042578,0.007379670936479455,0.0024252669308798248,0.004773348525645914,0.003640044490563461,0.004178372426374471,0.0015428821734992757,0.005662233720390994,0.0031132356644331585,0.0018079574885373827,0.00451087192690941,0.0041167056266642665
